Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2
216,0.9991489052772522,678,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'677',b'cps_early_childhood_portal_scrape.csv',b'boys and girls clubs of chicago - r.e. woods',b'2950 w 25th st',b'',b'8475172',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
941,,679,CPS_Early_Childhood_Portal_scrape.csv, Schneider,2957 N. Hoyne ,,5345510,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.8568816397871291,680,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,,3485528,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'86',b'cps_early_childhood_portal_scrape.csv',b'mary crane',b'2905 n. leavitt',b'60618',b'3485528',b'',b'child care',b'half day/full day',b'',b'',b'north center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
481,0.9966409802436829,681,CPS_Early_Childhood_Portal_scrape.csv, Cockrell,30 E. 61St ,,5350798,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'2436',b'cps_early_childhood_portal_scrape.csv',b'cockrell',b'30 e. 61st',b'60637',b'5350798',b'',b'head start',b'5-6 hours',b'',b'',b'washington park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b''
220,0.8784323811531067,682,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Chicago Lawn,3001 W 59th St ,,9251085,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1437',b'purple_binder_early_childhood.csv',b'catholic charities of the archdiocese of chicago - chicago lawn',b'3001 w 59th st',b'60629',b'9251085',b'',b'head start',b'half day/full day',b'',b'',b'',b'catholic charities of the archdiocese of chicago',b'chicago lawn',b'',b'',b'',b'',b'virginia carrillo',b'yes',b'no',b'no',b'7040ps(hs collaboration with childcare)',b'www.catholiccharities.net',b'laura rios',b'virginia carrillo',b'',b'01/31/13',b'486645',b'vcarrill@catholiccharities.net',b'',b'child care'
369,0.9939203262329102,683,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Little Leaders of Tomorrow,301 N Mayfield Ave ,,3788302,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'683',b'dfss_agencysitelies_2012.csv',b'henry booth house little leaders of tomorrow i - mayfield',b'301 n mayfield ave',b'60644',b'3788302',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'austin',b'',b'',b'',b'',b'ms. navy',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'ms. navy',b'',b'',b'',b'',b'',b''
370,0.7702381908893585,684,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Shining Star,3012 E 92nd St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'684',b'dfss_agencysitelies_2012.csv',b'chicago youth centers shining star 1',b'3012 16 e 92nd st',b'60617',b'9787827',b'',b'head start',b'half day/full day',b'',b'',b'',b'chicago youth centers',b'south deering',b'',b'',b'',b'',b'carol quinn',b'yes',b'no',b'no',b'',b'www.chicagoyouthcenters.org',b'harry wells',b'carol quinn',b'',b'',b'',b'',b'',b''
483,0.851761519908905,685,CPS_Early_Childhood_Portal_scrape.csv, Bethune,3030 W. Arthington ,,5346890,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1474',b'dfss_agencysitelies_2012.csv',b'bethune',b'3033 w. arthington',b'60612',b'5346890',b'',b'head start',b'5-6 hours',b'',b'',b'east garfield park',b'chicago public schools',b'east garfield park',b'',b'',b'',b'',b'ms. zipporah hightower',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. zipporah hightower',b'',b'',b'',b'',b'',b''
217,0.9991489052772522,686,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Young Scholars Dev. Ins,3038 W 59th St ,,9181944,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'95',b'cps_early_childhood_portal_scrape.csv',b'el valor - young scholars dev. ins',b'3038 w 59th st',b'',b'9181944',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
202,0.9488633175690969,687,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,,7219100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1266',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - south chicago ymca',b'3039 e 91st st',b'60617',b'7219100',b'',b'child care',b'half day/full day',b'',b'',b'',b'ymca of metropolitan chicago',b'south chicago',b'',b'',b'',b'',b'sherry ceroomes',b'yes',b'no',b'yes',"b'2694it(child care it center), 7095ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'sherry ceroomes',b'',b'',b'',b'',b'',b''
225,0.8587473928928375,688,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Rey Gonzalez Children & Family Center,3050 E 92nd St ,,7219311,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2157',b'cps_early_childhood_portal_scrape.csv',b'el valor rey gonzalez children and family center',b'3050 e 92nd st',b'60617',b'7219311',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'el valor',b'south chicago',b'',b'',b'',b'',b'monica williams',b'yes',b'no',b'yes',"b'2170it(child care it center), 2170ps(child care ps center),'",b'www.elvalor.org',b'vincent allocco',b'carmen flores',b'',b'',b'',b'',b'',b'child care'
484,0.7998661796251932,689,CPS_Early_Childhood_Portal_scrape.csv, Beidler,3151 W. Walnut ,,5346811,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1473',b'dfss_agencysitelies_2012.csv',b'beidler',b'3151 w. walnut',b'60612',b'5346811',b'',b'head start',b'5-6 hours',b'',b'',b'east garfield park',b'chicago public schools',b'east garfield park',b'',b'',b'',b'',b'ms. shirley ewings',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr charles anderson',b'',b'',b'',b'',b'',b''
109,0.9991489052772522,690,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Lake and Pulaski,316 N Pulaski Rd ,,2653830,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'98',b'cps_early_childhood_portal_scrape.csv',b'bethel new life - lake and pulaski',b'316 n pulaski rd',b'',b'2653830',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
162,0.9413082400957743,691,CPS_Early_Childhood_Portal_scrape.csv, Curtis,32 E. 115Th St. ,,5355050,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1491',b'dfss_agencysitelies_2012.csv',b'curtis',b'32 e. 115th st.',b'60628',b'5355050',b'',b'head start',b'5-6 hours',b'',b'',b'roseland',b'chicago public schools',b'roseland',b'',b'',b'',b'',b'mr. charles h. davis',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'evelyn robbins',b'',b'',b'',b'',b'',b''
228,0.8896361688772837,692,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,,8842350,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'103',b'cps_early_childhood_portal_scrape.csv',b'metropolitan family services',b'3215 w 63rd st',b'60629',b'8842350',b'',b'child care',b'half day/full day',b'',b'',b'',b'metropolitan family services',b'chicago lawn',b'',b'',b'',b'',b'guadalupe valdine',b'yes',b'no',b'yes',"b'4331it(child care it center), 3783ps(hs collaboration with c'",b'www.metrofamily.org',b'laurie sedio',b'guadalupe valdine',b'',b'05/01/16',b'725944',b'delgadod@metrofamily.org',b'',b'child care'
485,0.9114913493394852,693,CPS_Early_Childhood_Portal_scrape.csv, Linne,3221 N. Sacramento ,,5345262,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'2030',b'cps_early_childhood_portal_scrape.csv',b'linne',b'3221 n. sacramento',b'60618',b'5345262',b'',b'head start',b'3-4 hours',b'',b'',b'avondale',b'chicago public schools',b'avondale',b'',b'',b'',b'',b'mr. daniel w. rohan',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. renee p. mackin',b'',b'',b'',b'',b'',b''
